folder_a,folder_b,unique_a,unique_b,common,ratio_min,jaccard,files_a,files_b
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS/BJT_NPN,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS/BJT_NPN,5,4,2,0.5000,0.2857,5,4
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Systemy Operacyjne,SEM2/SO_Systemy_Operacyjne/opracowania,203,4,2,0.5000,0.0098,208,4
Paczki INFA/Paczka 2 sem. 23_24/Systemy Operacyjne,SEM2/SO_Systemy_Operacyjne/opracowania,202,4,2,0.5000,0.0098,207,4
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/Memy,Paczki Infa/3 SEM/Stare Paczki/PAAczka/memes,4,16,2,0.5000,0.1111,4,16
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/Memy,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Podstawy Analizy Algorytmów/PAAczka/memes,4,16,2,0.5000,0.1111,4,16
Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Stara paczka/Projekt/ZESTAW 1/4. Prolog,Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Stara paczka/Projekt/ZESTAW 2 (2017)/Prolog,7,4,2,0.5000,0.2222,8,4
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka/Lab/Labki (Jeszcze Starsze)/projekt2/rozne zestawy/rozp_obrazow_3,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka/Lab/Labki (Jeszcze Starsze)/projekt2/rozne zestawy/rozp_obrazow_8,4,5,2,0.5000,0.2857,4,5
I semestr 2024_2025/Hipertext _ Hipermedia/Labs 2018/Lab 1,Paczka I sem./Hipertekst i Hipermedia/Laboratorium/Lab 1,8,2,1,0.5000,0.1111,8,2
I semestr 2024_2025/Hipertext _ Hipermedia/Labs 2018/Lab 2,Paczka I sem./Hipertekst i Hipermedia/Laboratorium/Lab 2,6,2,1,0.5000,0.1429,6,2
I semestr 2024_2025/Hipertext _ Hipermedia/Labs 2018/Lab 3,Paczka I sem./Hipertekst i Hipermedia/Laboratorium/Lab 3,7,2,1,0.5000,0.1250,7,2
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab3_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,2,2,1,0.5000,0.3333,2,2
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab4_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,2,2,1,0.5000,0.3333,2,2
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug-coverage/CMakeFiles/3.21.1/CompilerIdC,2,3,1,0.5000,0.2500,2,3
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,2,2,1,0.5000,0.3333,2,2
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab3_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,2,2,1,0.5000,0.3333,2,2
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab4_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,2,2,1,0.5000,0.3333,2,2
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug-coverage/CMakeFiles/3.21.1/CompilerIdCXX,2,3,1,0.5000,0.2500,2,3
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab1_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,2,2,1,0.5000,0.3333,2,2
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab3_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab4_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,2,2,1,0.5000,0.3333,2,2
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab3_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug-coverage/CMakeFiles/3.21.1/CompilerIdC,2,3,1,0.5000,0.2500,2,3
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab3_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,2,2,1,0.5000,0.3333,2,2
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab3_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab4_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,2,2,1,0.5000,0.3333,2,2
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab3_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug-coverage/CMakeFiles/3.21.1/CompilerIdCXX,2,3,1,0.5000,0.2500,2,3
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab3_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,2,2,1,0.5000,0.3333,2,2
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab4_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug-coverage/CMakeFiles/3.21.1/CompilerIdC,2,3,1,0.5000,0.2500,2,3
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab4_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,2,2,1,0.5000,0.3333,2,2
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab4_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug-coverage/CMakeFiles/3.21.1/CompilerIdCXX,2,3,1,0.5000,0.2500,2,3
II semestr 2024_2025/Algorithms and Data Stuctures/Labs/inneLaborki/Lab4_code/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,2,2,1,0.5000,0.3333,2,2
II semestr 2024_2025/Numerical Methods/Labs/labyFotyga2022iTrocheWczesniej/InstrukcjePlusWersja1/Lab3,II semestr 2024_2025/Numerical Methods/Labs/labyFotyga2022iTrocheWczesniej/Wersja2/Lab3,3,2,1,0.5000,0.2500,3,2
II semestr 2024_2025/Object Programming/Labs/inna wersja labów/2019-03-27_laborki4/Ćwiczenie 4 - materiały-20190325/javalabyy2,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt Java/VirtualWorld - Kopia,34,2,1,0.5000,0.0286,34,2
II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug-coverage/CMakeFiles/3.21.1/CompilerIdC,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdC,3,2,1,0.5000,0.2500,3,2
II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug-coverage/CMakeFiles/3.21.1/CompilerIdCXX,II semestr 2024_2025/Object Programming/Project/Projekt z C++ i Javy/C++ Project/C++ Project/cmake-build-debug/CMakeFiles/3.21.1/CompilerIdCXX,3,2,1,0.5000,0.2500,3,2
III semestr 2024_2025/Programming Languages/Exam,Paczki Infa/3 SEM/(JP) Języki Programowania/Wykłady/Egzamin,13,2,1,0.5000,0.0714,13,2
INF SEM 2/MD/kolokwium-2,Paczki Infa/2 SEM/StarePaczki/INF SEM 2/MD/kolokwium-2,2,2,1,0.5000,0.3333,2,2
Paczka I sem. 22_23/Hipertekst i Hipermedia/Laboratorium/Lab 1/DlaStudentow/DlaStudentow/img,Paczka I sem. 22_23/Hipertekst i Hipermedia/Laboratorium/Lab 3/DlaStudentów/img,2,3,1,0.5000,0.2500,2,3
Paczka I sem. 22_23/Hipertekst i Hipermedia/Laboratorium/Lab 3,Paczki INFA/Paczka 1 sem. 23_24/(HiH) Hipertekst i Hipermedia/Laby/Lab3/Pliki początkowe,12,2,1,0.5000,0.0769,12,2
Paczka I sem. 22_23/Podstawy Programowania/Laboratorium/Laborka_2,Paczka I sem./Podstawy Programowania/Laboratorium,2,50,1,0.5000,0.0196,2,50
Paczka I sem./Hipertekst i Hipermedia/Laboratorium/Lab 3,Paczki INFA/Paczka 1 sem. 23_24/(HiH) Hipertekst i Hipermedia/Laby/Lab3/Pliki początkowe,2,2,1,0.5000,0.3333,2,2
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_02,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_05,5,2,1,0.5000,0.1667,6,4
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_02,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_06,5,2,1,0.5000,0.1667,6,6
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_02,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_07,5,2,1,0.5000,0.1667,6,6
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_02,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_09,5,2,1,0.5000,0.1667,6,4
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_02,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_10,5,2,1,0.5000,0.1667,6,6
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_05,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_06,2,2,1,0.5000,0.3333,4,6
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_05,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_07,2,2,1,0.5000,0.3333,4,6
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_05,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_09,2,2,1,0.5000,0.3333,4,4
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_05,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_10,2,2,1,0.5000,0.3333,4,6
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_06,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_07,2,2,1,0.5000,0.3333,6,6
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_06,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_09,2,2,1,0.5000,0.3333,6,4
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_06,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_10,2,2,1,0.5000,0.3333,6,6
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_07,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_09,2,2,1,0.5000,0.3333,6,4
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_07,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_10,2,2,1,0.5000,0.3333,6,6
Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_09,Paczka I sem./Podstawy Programowania/Wykłady/Wyklad_10,2,2,1,0.5000,0.3333,4,6
Paczka II sem. 21_22/Algorytmy i Struktury Danych/Lab/Jurki 2018,SEM2/AiSD_Algorytmy_i_Struktury_Danych/laboratoria/jurkiewicz/trzynastka,13,2,1,0.5000,0.0714,13,2
Paczka II sem. 21_22/Algorytmy i Struktury Danych/przykladowy projekt/AiSD-master/Projekty/3. Dynamic sparse table,SEM2/AiSD_Algorytmy_i_Struktury_Danych/projekt/2024_03_trie,2,18,1,0.5000,0.0526,2,19
Paczka II sem. 21_22/Matematyka Dyskretna,SEM2/MD_Matematyka_Dyskretna/opracowania,171,2,1,0.5000,0.0058,178,2
Paczka II sem. 21_22/Programowanie Obiektowe/Programowanie/2020/PO/laby,SEM2/PO_Programowanie_Obiektowe/laboratoria/wspólne/lab_01,5,2,1,0.5000,0.1667,5,2
Paczka II sem. 21_22/Programowanie Obiektowe/Programowanie/2020/PO/laby,SEM2/PO_Programowanie_Obiektowe/laboratoria/wspólne/lab_02,5,2,1,0.5000,0.1667,5,2
Paczka II sem. 21_22/Programowanie Obiektowe/Programowanie/2020/PO/projekt1,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/Programowanie/2020/PO,2,6,1,0.5000,0.1429,2,6
Paczka II sem. 21_22/Programowanie Obiektowe/Programowanie/Symfonia C++ - programy/Liczby pierwsze/Debug,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/Programowanie/Symfonia C++ - programy/Liczby pierwsze,2,21,1,0.5000,0.0455,2,22
Paczka II sem. 21_22/Programowanie Obiektowe/Programowanie/Symfonia C++ - programy/Symfonia C++/Symfonia C++,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/Project1/Project1,7,2,1,0.5000,0.1250,7,2
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/Laborki Lekcja 1/Debug,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/laborki/Lab 2/Laborki Lekcja 1,2,15,1,0.5000,0.0625,2,15
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/Zadaanie 3/Zadaanie 3,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/Project1/Project1,13,2,1,0.5000,0.0714,13,2
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/Zadanie 2/Debug,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/laborki/Lab 2/Zadanie 2,2,4,1,0.5000,0.2000,2,4
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/Zadanie 2/Debug,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/laborki/Lab 2/Zadanie 2,2,3,1,0.5000,0.2500,2,3
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Laborki 2019/Lab4/javalab2,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt Java/VirtualWorld - Kopia,32,2,1,0.5000,0.0303,33,2
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/all_ok,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/everything,2,3,1,0.5000,0.2500,6,3
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/everything,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/failures1,3,2,1,0.5000,0.2500,3,2
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt Java/VirtualWorld - Kopia,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/laborki/Laborki 2019/Lab4/javalab2,2,29,1,0.5000,0.0333,2,30
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt Java/VirtualWorld - Kopia,Paczki Infa/4 SEM/(PT) Platformy Technologiczne/Stara Paczka/Lab/Labki - Java/Lab1,2,13,1,0.5000,0.0714,2,13
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt Java/VirtualWorld - Kopia,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Przetwarzanie Rozproszone/Laby/Przykład 2 (2016)/setlersi,2,51,1,0.5000,0.0192,2,157
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt Java/VirtualWorld - Kopia,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Przetwarzanie Rozproszone/Laby/Przykład 3 (2013)/lab10,2,12,1,0.5000,0.0769,2,13
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt Java/VirtualWorld - Kopia,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Przetwarzanie Rozproszone/Laby/Przykład 3 (2013)/lab9,2,11,1,0.5000,0.0833,2,12
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt Java/VirtualWorld/nbproject/private,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt Java/VirtualWorld/nbproject,2,2,1,0.5000,0.3333,2,2
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/Project1/Debug,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/Project1,2,5,1,0.5000,0.1667,2,5
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/Project1/Project1,Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 1/Przykład 3 (2017)/SumaSzereguPotegowego,2,4,1,0.5000,0.2000,2,4
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/Project1/Project1,Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 2/Przykład 2 (2017)/UkladyRownanLiniowych,2,4,1,0.5000,0.2000,2,4
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/Project1/Project1,Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 2/Przykład 3 (2016)/Projekt2-Rownania/Projekt2-Rownania,2,10,1,0.5000,0.0909,2,10
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/Project1/Project1,Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 3/Przykład 3 (2017)/AproksymacjaFunkcjamiSklejanymi,2,21,1,0.5000,0.0455,2,21
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/Project1/Project1,Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 3/Przykład 3 (2017)/AproksymacjaProfiluWysokosciowego,2,23,1,0.5000,0.0417,2,26
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/Project1/Project1,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (stare)/Projekt 1/Przykład 3 (2017)/SumaSzereguPotegowego,2,16,1,0.5000,0.0588,2,16
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/Project1/Project1,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (stare)/Projekt 2/Przykład 3 (2016)/Projekt2-Rownania/Projekt2-Rownania,2,22,1,0.5000,0.0435,2,22
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/World,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/baksyp/World,29,2,1,0.5000,0.0333,29,2
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/baksyp/World,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/World,2,28,1,0.5000,0.0345,2,28
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC,SEM2/UC_Układy_Cyfrowe/projekt,33,2,1,0.5000,0.0294,33,2
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC,SEM2/UC_Układy_Cyfrowe/wykład,33,2,1,0.5000,0.0294,33,2
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/inne laby/4 Czasowe - opóźnianie,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/2020/UC/inne laby,2,13,1,0.5000,0.0714,2,13
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/inne laby/5 - ćwiczenie 1 wykrywanie sekwencji,SEM2/UC_Układy_Cyfrowe/laboratoria/laboratorium_5/symulatory,4,2,1,0.5000,0.2000,4,2
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/inne laby/5 - ćwiczenie 2 - Garay-bin,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/2020/UC/inne laby,2,13,1,0.5000,0.0714,2,13
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/inne laby/6 - licznik 0-12 cw 1,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/2020/UC/inne laby,2,13,1,0.5000,0.0714,2,13
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/inne laby/6 - licznik 0-12 cw 1,SEM2/UC_Układy_Cyfrowe/laboratoria/laboratorium_6,2,4,1,0.5000,0.2000,2,4
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/inne laby/7- 5  x X cw1,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/2020/UC/inne laby,2,13,1,0.5000,0.0714,2,13
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/inne laby/7- 5  x X cw1,SEM2/UC_Układy_Cyfrowe/laboratoria/różne_symulacje/falstadt,2,2,1,0.5000,0.3333,2,2
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/inne laby/7-licznik Johnsona - cw 3,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/2020/UC/inne laby,2,13,1,0.5000,0.0714,2,13
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/inne laby/7-licznik Johnsona - cw 3,SEM2/UC_Układy_Cyfrowe/laboratoria/laboratorium_7,2,3,1,0.5000,0.2500,2,3
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/inne laby/8-asynchroniczne cw 1,SEM2/UC_Układy_Cyfrowe/laboratoria/laboratorium_8/symulatory,4,2,1,0.5000,0.2000,4,3
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/inne laby/licznik  0-8 (nwm jak w falstadzie zrobić licznik z wejsciem),Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/2020/UC/inne laby,2,13,1,0.5000,0.0714,2,13
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/inne laby/licznik  0-8 (nwm jak w falstadzie zrobić licznik z wejsciem),SEM2/UC_Układy_Cyfrowe/laboratoria/różne_symulacje/falstadt,2,2,1,0.5000,0.3333,2,2
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/moje laby,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/2020/UC,2,19,1,0.5000,0.0500,2,19
Paczka II sem. 21_22/Układy Cyfrowe/2020/UC/moje laby,SEM2/UC_Układy_Cyfrowe/laboratoria,2,51,1,0.5000,0.0192,2,52
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/2/paczka2,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/2TRANSOPTOR,2,2,1,0.5000,0.3333,2,2
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/8/paczka1,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/8,2,9,1,0.5000,0.1000,2,9
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/04. Układy czasowe/4,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/MEGAPAKA/4,6,2,1,0.5000,0.1429,6,2
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/05.uklady synchroniczne,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/uklady synchroniczne,2,2,1,0.5000,0.3333,2,2
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS/BJT_PNP,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS/BJT_PNP,2,5,1,0.5000,0.1667,2,5
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS/MOS_3TDN,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS,2,147,1,0.5000,0.0068,2,149
